Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A0C2FJU9,65,,Homeobox domain protein,Ancylostoma duodenale,51022,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A6J8D1S3,61,,Homeobox domain-containing protein,Mytilus coruscus (Sea mussel),42192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1D1VAN9,61,,Homeobox domain-containing protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
H3F002,61,,Kvs-4,Pristionchus pacificus (Parasitic nematode),54126,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, voltage-gated potassium channel activity","animal organ morphogenesis, embryonic organ development, neuron development, protein homooligomerization, regulation of ion transmembrane transport, regulation of transcription by RNA polymerase II","Nucleus, Plasma Membrane"
A0A4U5MF85,61,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5B7ER20,49,,Pre-B-cell leukemia transcription factor 4,Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus),210409,DNA binding,nan,Nucleus
Q19503,61,191624,Homeobox protein ceh-40,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","animal organ morphogenesis, embryonic organ development, neuron development, regulation of transcription by RNA polymerase II",Nucleus
A0A0N4UZC0,61,,Homeobox domain-containing protein,Enterobius vermicularis (Human pinworm),51028,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0B2V1B2,47,,Homeobox protein ceh-20,Toxocara canis (Canine roundworm),6265,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A4U8USR3,61,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0B1TTQ3,60,,Homeobox domain protein,Oesophagostomum dentatum (Nodular worm),61180,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A016WJ60,60,,Homeobox domain-containing protein,Ancylostoma ceylanicum,53326,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0R3PHW1,46,,Homeobox domain-containing protein,Angiostrongylus costaricensis (Nematode worm),334426,DNA binding,nan,Nucleus
A0A2G9V0A6,46,,Homeobox domain protein,Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta),45464,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A090LN04,58,,Pre-B-cell leukemia transcription factor 4,Strongyloides ratti (Parasitic roundworm),34506,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
T1EIT5,59,20196485,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
T1EVE2,59,20200542,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
T1EK93,53,20196993,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
T1EK76,59,20196976,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
T1EK75,53,20196975,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,DNA binding,nan,Nucleus
T1EK92,51,20196992,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
T1EIT8,55,20196488,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,DNA binding,nan,Nucleus
T1EHP4,55,20196094,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,DNA binding,nan,Nucleus
T1EIT4,60,20196484,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
V3ZVH8,59,20251568,Homeobox domain-containing protein,Lottia gigantea (Giant owl limpet),225164,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A210QIW5,56,,Homeobox protein ceh-40,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,DNA binding,nan,Nucleus
K1PT65,60,,Pre-B-cell leukemia transcription factor 4,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,DNA binding,nan,Nucleus
A0A6J8EV79,58,,Homeobox domain-containing protein,Mytilus coruscus (Sea mussel),42192,DNA binding,nan,Nucleus
A0A6J8CQI8,58,,Homeobox domain-containing protein,Mytilus coruscus (Sea mussel),42192,DNA binding,nan,Nucleus
V4ACD2,59,20238955,Homeobox domain-containing protein,Lottia gigantea (Giant owl limpet),225164,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A177B5M3,59,,Homeobox domain-containing protein,Intoshia linei,1819745,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5J4NT31,58,,Homeobox domain-containing protein,Paragonimus westermani,34504,DNA binding,nan,Nucleus
A0A183AB77,58,,Homeobox domain-containing protein,Echinostoma caproni,27848,DNA binding,nan,Nucleus
A0A0R3W6L4,58,,Homeobox domain-containing protein,Taenia asiatica (Asian tapeworm),60517,DNA binding,nan,Nucleus
A0A267FLF5,60,,Homeobox domain-containing protein,Macrostomum lignano,282301,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2A2KEP4,61,,Homeobox domain-containing protein,Diploscapter pachys,2018661,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
J9DAV9,56,,Homeobox domain-containing protein,Edhazardia aedis (strain USNM 41457) (Microsporidian parasite),1003232,DNA binding,nan,Nucleus
J9DQR3,56,,Homeobox domain-containing protein,Edhazardia aedis (strain USNM 41457) (Microsporidian parasite),1003232,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
S7W4H6,54,,Homeobox protein,Spraguea lophii (strain 42_110) (Microsporidian parasite),1358809,DNA binding,nan,Nucleus
Q8SUB7,52,859912,Homeobox protein HD-1,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),284813,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
R0MHH2,53,,Homeobox protein HD-1,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,DNA binding,nan,Nucleus
C4VBN5,52,,Homeobox domain-containing protein,Nosema ceranae (strain BRL01) (Microsporidian parasite),578460,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
C4VAB0,53,,Homeobox domain-containing protein,Nosema ceranae (strain BRL01) (Microsporidian parasite),578460,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
L2GKC0,54,19882279,Homeobox domain-containing protein,Vittaforma corneae (strain ATCC 50505) (Microsporidian parasite) (Nosema corneum),993615,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1X0QCZ0,55,,HD1,Hepatospora eriocheir,1081669,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1W0E2N8,54,,HD-1,Enterocytozoon hepatopenaei,646526,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1X0QCY4,54,,HD1,Hepatospora eriocheir,1081669,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A437AN37,52,,Homeodomain class 2 protein,Tubulinosema ratisbonensis,291195,DNA binding,nan,Nucleus
A0A0R0M4P4,53,,Homeobox protein HD-1,Pseudoloma neurophilia,146866,DNA binding,nan,Nucleus
A0A0R0LRI5,55,,Putative homeodomain protein class 2,Pseudoloma neurophilia,146866,DNA binding,nan,Nucleus
A0A1Y1ZCI3,54,,Homeobox domain-containing protein,Basidiobolus meristosporus CBS 931.73,1314790,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y1Z110,53,,Homeobox domain-containing protein,Basidiobolus meristosporus CBS 931.73,1314790,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A058Z3L7,53,20529747,Homeobox domain-containing protein,Fonticula alba (Slime mold),691883,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0L0RVE8,56,,Homeobox domain-containing protein,Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus),578462,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y2I164,52,,Homeobox domain-containing protein,Catenaria anguillulae PL171,765915,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1U7LIJ6,54,,Homeobox-leucine zipper protein HAT5,Neolecta irregularis (strain DAH-3),1198029,DNA binding,nan,Nucleus
M7PFU6,50,19895969,Homeobox domain-containing protein,Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris),1069680,DNA binding,nan,Nucleus
A0A1D2V8T2,46,30963063,Homeobox domain-containing protein,Ascoidea rubescens DSM 1968,1344418,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1J5WK98,56,,Homeobox domain-containing protein,Amphiamblys sp. WSBS2006,1866961,DNA binding,nan,Nucleus
A0A1J5X4T0,56,,Homeobox domain-containing protein,Amphiamblys sp. WSBS2006,1866961,DNA binding,nan,Nucleus
A0A1E3Q9Y2,41,,Homeobox domain-containing protein,Lipomyces starkeyi NRRL Y-11557,675824,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A401PM29,53,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,DNA binding,nan,Nucleus
A0A2P4T7F7,54,,Uncharacterized protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,DNA binding,nan,Nucleus
V8NT68,54,,Zinc fingers and homeoboxes protein 1,Ophiophagus hannah (King cobra) (Naja hannah),8665,DNA binding,nan,Nucleus
A0A444U7Z9,51,,Uncharacterized protein,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
A0A4Z2F5W7,51,,Zinc fingers and homeoboxes protein 1,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A444UG32,50,,Zinc fingers and homeoboxes protein 2,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,"regulation of transcription, DNA-templated",Nucleus
Q9Y6X8,50,22882,Zinc fingers and homeoboxes protein 2,Homo sapiens (Human),9606,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, identical protein binding, metal ion binding, protein heterodimerization activity, protein homodimerization activity","mRNA catabolic process, negative regulation of neuron differentiation, negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II, retinal bipolar neuron differentiation, somatic stem cell population maintenance","Cytosol, Nucleus, Other locations"
A0A3M0KU56,52,,Uncharacterized protein,Hirundo rustica rustica,333673,DNA binding,nan,Nucleus
V8NT63,51,,Zinc fingers and homeoboxes protein 2,Ophiophagus hannah (King cobra) (Naja hannah),8665,DNA binding,nan,Nucleus
A0A401NSE6,51,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,DNA binding,nan,Nucleus
F1Q9L7,46,,Zinc fingers and homeoboxes 2a,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
M7C1I4,50,,Zinc fingers and homeoboxes protein 3,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,DNA binding,nan,Nucleus
Q8C0Q2,50,320799,Zinc fingers and homeoboxes protein 3,Mus musculus (Mouse),10090,"DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, protein heterodimerization activity, protein homodimerization activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding","cell differentiation, negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, positive regulation of osteoblast differentiation, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
V8PEA2,51,,Zinc fingers and homeoboxes protein 3,Ophiophagus hannah (King cobra) (Naja hannah),8665,DNA binding,nan,Nucleus
A0A444UUF4,50,,Zinc fingers and homeoboxes protein 3,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
A0A401NVT0,50,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
F1QQ52,54,386659,Zinc fingers and homeoboxes 3,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A4Z2EIR3,50,,Zinc fingers and homeoboxes protein 3,Liparis tanakae (Tanaka's snailfish),230148,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,"Nucleus, Other locations"
A0A4Z2GLB9,54,,Homeobox and leucine zipper protein Homez,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A444UZR7,54,,Zinc fingers and homeoboxes protein 1,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
F1R2I2,51,,Homeobox and leucine zipper encoding b,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A401PM29,50,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,DNA binding,nan,Nucleus
P70121,50,22770,Zinc fingers and homeoboxes protein 1,Mus musculus (Mouse),10090,"DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, protein heterodimerization activity","negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, regulation of transcription, DNA-templated, regulation of transcription by RNA polymerase II",Nucleus
A0A2P4T7F7,50,,Uncharacterized protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,DNA binding,nan,Nucleus
A0A444U7Z9,50,,Uncharacterized protein,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
V8NT68,51,,Zinc fingers and homeoboxes protein 1,Ophiophagus hannah (King cobra) (Naja hannah),8665,DNA binding,nan,Nucleus
A0A4Z2F5W7,53,,Zinc fingers and homeoboxes protein 1,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A2G9RV43,50,,Uncharacterized protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,DNA binding,nan,Nucleus
A0A401NSE6,48,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,DNA binding,nan,Nucleus
A0A444UUF4,50,,Zinc fingers and homeoboxes protein 3,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
A0A3M0KU56,47,,Uncharacterized protein,Hirundo rustica rustica,333673,DNA binding,nan,Nucleus
Q9Y6X8,47,22882,Zinc fingers and homeoboxes protein 2,Homo sapiens (Human),9606,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, identical protein binding, metal ion binding, protein heterodimerization activity, protein homodimerization activity","mRNA catabolic process, negative regulation of neuron differentiation, negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II, retinal bipolar neuron differentiation, somatic stem cell population maintenance","Cytosol, Nucleus, Other locations"
V8NT63,47,,Zinc fingers and homeoboxes protein 2,Ophiophagus hannah (King cobra) (Naja hannah),8665,DNA binding,nan,Nucleus
A0A1D5NUM1,50,419176,Uncharacterized protein,Gallus gallus (Chicken),9031,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, protein heterodimerization activity, protein homodimerization activity","negative regulation of transcription, DNA-templated, positive regulation of osteoblast differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A4Z2GEH1,49,,Zinc fingers and homeoboxes protein 1,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A4Z2GIJ0,52,,Zinc fingers and homeoboxes protein 3,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
B0R0H7,52,,Homeobox and leucine zipper encoding a,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A4Z2GLB9,52,,Homeobox and leucine zipper protein Homez,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A444UZR7,53,,Zinc fingers and homeoboxes protein 1,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
S4REF1,49,,Uncharacterized protein,Petromyzon marinus (Sea lamprey),7757,DNA binding,nan,Nucleus
A0A401PM29,46,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,DNA binding,nan,Nucleus
A0A2P4T7F7,46,,Uncharacterized protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,DNA binding,nan,Nucleus
Q9UKY1,46,11244,Zinc fingers and homeoboxes protein 1,Homo sapiens (Human),9606,"DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, protein heterodimerization activity","cell differentiation, negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
M7ALK7,46,,Zinc fingers and homeoboxes protein 1,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,DNA binding,nan,Nucleus
A0A444U7Z9,46,,Uncharacterized protein,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
A0A4Z2F5W7,46,,Zinc fingers and homeoboxes protein 1,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A401NSE6,46,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,DNA binding,nan,Nucleus
A0A4Z2GEH1,46,,Zinc fingers and homeoboxes protein 1,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A2G9RV43,46,,Uncharacterized protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,DNA binding,nan,Nucleus
A0A3M0KU56,46,,Uncharacterized protein,Hirundo rustica rustica,333673,DNA binding,nan,Nucleus
Q9Y6X8,46,22882,Zinc fingers and homeoboxes protein 2,Homo sapiens (Human),9606,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, identical protein binding, metal ion binding, protein heterodimerization activity, protein homodimerization activity","mRNA catabolic process, negative regulation of neuron differentiation, negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II, retinal bipolar neuron differentiation, somatic stem cell population maintenance","Cytosol, Nucleus, Other locations"
Q80VX4,46,314988,Zinc fingers and homeoboxes protein 2,Rattus norvegicus (Rat),10116,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, identical protein binding, metal ion binding, protein heterodimerization activity, protein homodimerization activity","mRNA catabolic process, negative regulation of neuron differentiation, negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II, retinal bipolar neuron differentiation, somatic stem cell population maintenance","Cytosol, Nucleus"
V8NT63,46,,Zinc fingers and homeoboxes protein 2,Ophiophagus hannah (King cobra) (Naja hannah),8665,DNA binding,nan,Nucleus
A0A1D5NUM1,48,419176,Uncharacterized protein,Gallus gallus (Chicken),9031,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, protein heterodimerization activity, protein homodimerization activity","negative regulation of transcription, DNA-templated, positive regulation of osteoblast differentiation, regulation of transcription by RNA polymerase II",Nucleus
Q8C0Q2,48,320799,Zinc fingers and homeoboxes protein 3,Mus musculus (Mouse),10090,"DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, protein heterodimerization activity, protein homodimerization activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding","cell differentiation, negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, positive regulation of osteoblast differentiation, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
Q9H4I2,48,23051,Zinc fingers and homeoboxes protein 3,Homo sapiens (Human),9606,"DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, protein heterodimerization activity, protein homodimerization activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding","cell differentiation, negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, positive regulation of osteoblast differentiation, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
M7C1I4,48,,Zinc fingers and homeoboxes protein 3,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,DNA binding,nan,Nucleus
V8PEA2,48,,Zinc fingers and homeoboxes protein 3,Ophiophagus hannah (King cobra) (Naja hannah),8665,DNA binding,nan,Nucleus
A0A401NVT0,46,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
F1QQ52,48,386659,Zinc fingers and homeoboxes 3,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A444UG32,47,,Zinc fingers and homeoboxes protein 2,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A4Z2EKJ2,47,,Zinc fingers and homeoboxes protein 2,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A165QPX7,49,,Homeobox domain-containing protein,Exidia glandulosa HHB12029,1314781,DNA binding,nan,Nucleus
A0A165QPW4,51,,Homeobox domain-containing protein,Exidia glandulosa HHB12029,1314781,DNA binding,nan,Nucleus
A0A0C3QK98,48,,Homeobox domain-containing protein,Tulasnella calospora MUT 4182,1051891,DNA binding,nucleolar large rRNA transcription by RNA polymerase I,Nucleus
M1V6R1,57,16996844,Homeobox protein,Cyanidioschyzon merolae (strain 10D) (Red alga),280699,DNA binding,nan,Nucleus
A0A553N7Y0,54,,One cut domain family member,Tigriopus californicus (Marine copepod),6832,"DNA-binding transcription factor activity, sequence-specific DNA binding, zinc ion binding",nan,Nucleus
R7RZG0,52,18799132,Homeobox domain-containing protein,Stereum hirsutum (strain FP-91666) (White-rot fungus),721885,DNA binding,nan,Nucleus
A0A226E3E4,49,,Zinc fingers and homeoboxes protein 1,Folsomia candida (Springtail),158441,DNA binding,nan,Nucleus
T1ERI0,54,20199180,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,DNA binding,nan,Nucleus
A0A2G9V579,43,,Homeobox domain protein,Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta),45464,DNA binding,nan,Nucleus
A0A2P6NXN7,56,,Homeobox protein-like,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2J7QLS0,43,,Homeobox domain-containing protein,Cryptotermes secundus,105785,DNA binding,nan,Nucleus
A0A1J4KC98,59,,Homeobox domain-containing protein,Tritrichomonas foetus,1144522,DNA binding,nan,Nucleus
A0A4U5ND49,56,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0UIK1,45,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,DNA binding,"regulation of transcription, DNA-templated",Nucleus
R7VHM4,53,,Homeobox domain-containing protein,Capitella teleta (Polychaete worm),283909,DNA binding,nan,Nucleus
A0A165DDP9,55,,Uncharacterized protein,Exidia glandulosa HHB12029,1314781,DNA binding,nan,Nucleus
A0A2R5GCP1,60,,Homeobox protein B-H1,Hondaea fermentalgiana,2315210,DNA binding,nan,Nucleus
Q01EF1,49,9832646,Homeobox domain,Ostreococcus tauri,70448,DNA binding,nan,Nucleus
A0A4U5NGU8,53,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0U9HJL0,45,,Homeobox domain-containing protein,Klebsormidium nitens (Green alga) (Ulothrix nitens),105231,DNA binding,nan,Nucleus
A0A423U0B5,52,,Uncharacterized protein,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei),6689,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4U8V153,41,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,DNA binding,nan,Nucleus
A0A0K6G2N1,58,,Homeobox domain-containing protein,Rhizoctonia solani,456999,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
E9G4F8,72,,Uncharacterized protein BTB5,Daphnia pulex (Water flea),6669,DNA binding,regulation of transcription by RNA polymerase II,Nucleus
A0A261XY68,58,,Homeobox domain-containing protein,Bifiguratus adelaidae,1938954,DNA binding,nan,Nucleus
A0A433P997,59,,Homeobox domain-containing protein,Endogone sp. FLAS-F59071,2340872,DNA binding,nan,Nucleus
L7Y3G1,52,,Homeobox domain-containing protein,Megavirus lba,1235314,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,nan
A0A3M0K0U3,53,,Homeobox domain-containing protein,Hirundo rustica rustica,333673,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2I0TVJ5,47,,14-3-3 protein eta,Limosa lapponica baueri,1758121,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
W4YSV0,58,,Uncharacterized protein,,,nan,nan,nan
A0A2P6NSJ6,57,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A0C3GCT3,56,,Homeobox domain-containing protein,Piloderma croceum (strain F 1598),765440,DNA binding,nan,Nucleus
A0A1X6NRS8,52,,Uncharacterized protein,Porphyra umbilicalis (Purple laver) (Red alga),2786,DNA binding,nan,Nucleus
A0A5B7JYB2,41,,Homeobox domain-containing protein,Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus),210409,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4U5PED3,56,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,DNA binding,nan,Nucleus
V4BDV5,45,20248241,Homeobox domain-containing protein,Lottia gigantea (Giant owl limpet),225164,DNA binding,nan,Nucleus
