Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A4P9X2A7,170,,Uncharacterized protein,Caulochytrium protostelioides,1555241,"GTPase activity, GTP binding",nan,nan
A0A4Z2H3H1,170,,Ras-related protein Rab-2A,Liparis tanakae (Tanaka's snailfish),230148,"GTPase activity, GTP binding",nan,nan
A0A5B9D7V1,170,,Ras family protein,Candidatus Prometheoarchaeum syntrophicum,2594042,"GTPase activity, GTP binding",nan,nan
A0BJ56,170,5011755,Uncharacterized protein,Paramecium tetraurelia,5888,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A0CMV0,170,5025297,Uncharacterized protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",intracellular protein transport,"Golgi apparatus, Other locations"
A0DY12,170,5041111,Uncharacterized protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",intracellular protein transport,"Golgi apparatus, Other locations"
A7RU11,170,5516968,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding",intracellular protein transport,Other locations
C3ZB47,170,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding","intracellular protein transport, lipid droplet organization","Golgi apparatus, Other locations"
C3ZHM7,170,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding","intracellular protein transport, lipid droplet organization","Golgi apparatus, Plasma Membrane, Other locations"
D8LYB6,170,24918166,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
F6XND0,170,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding","melanosome transport, positive regulation of exocytosis",Other locations
G7DXJ3,170,26262789,Uncharacterized protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"GTPase activity, GTP binding",nan,nan
H2Y1U8,170,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding","melanosome transport, positive regulation of exocytosis",Other locations
H3FMC6,170,,Rab-7,Pristionchus pacificus (Parasitic nematode),54126,"GTPase activity, GTP binding","endosome to lysosome transport, phagosome-lysosome fusion","Endosome, Lysosome, Other locations"
K0T4K3,170,,Uncharacterized protein,Thalassiosira oceanica (Marine diatom),159749,"GTPase activity, GTP binding",nan,nan
L8H6Y7,170,14922159,Ras subfamily protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",nan,nan
L8HAC7,170,14923115,Ras-related protein Rab,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
Q54QR3,170,8624206,Ras-related protein Rab-32A,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding","intracellular protein transport, melanosome organization, vesicle-mediated transport","Golgi apparatus, Mitochondrion, Other locations"
Q59X89,170,3642092,Rab family GTPase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),237561,"GTPase activity, GTP binding","endocytosed protein transport to vacuole, filamentous growth, filamentous growth of a population of unicellular organisms in response to biotic stimulus, intracellular protein transport, protein targeting to vacuole","Endosome, Other locations"
T1KBP8,170,107362815,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"GTPase activity, GTP binding",nan,nan
V8PG36,170,,Ras-related protein Rab,Ophiophagus hannah (King cobra) (Naja hannah),8665,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
X6MJT5,170,,RAS small GTpases RIC1/ypt1,Reticulomyxa filosa,46433,"GTPase activity, GTP binding",nan,Other locations
A0A016VZ26,171,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",nan,nan
A0A077Z016,171,,Ras family protein,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"GTPase activity, GTP binding",nan,nan
A0A0G4IQ12,171,,Uncharacterized protein,Plasmodiophora brassicae (Clubroot disease),37360,"GTPase activity, GTP binding",nan,nan
A0A0L0D568,171,25563224,Ras-related protein Rab,Thecamonas trahens ATCC 50062,461836,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
A0A0L0DL99,171,25560763,GTP-binding protein ypt7,Thecamonas trahens ATCC 50062,461836,"GTPase activity, GTP binding",nan,nan
A0A0M3K4W7,171,,"Putative rab-2,4,14 (inferred by orthology to a S. mansoni protein)",Anisakis simplex (Herring worm),6269,"GTPase activity, GTP binding",nan,nan
A0A0N4U8W0,171,,Uncharacterized protein,Dracunculus medinensis (Guinea worm),318479,"GTPase activity, GTP binding",nan,nan
A0A0R3PEZ7,171,,Uncharacterized protein,Angiostrongylus costaricensis (Nematode worm),334426,"GTPase activity, GTP binding",nan,nan
A0A0R3WE28,171,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"GTPase activity, GTP binding",nan,nan
A0A0S4JR87,171,,"Ras-related GTP-binding protein, putative",Bodo saltans (Flagellated protozoan),75058,"GTPase activity, GTP binding",nan,nan
A0A0V0QZZ9,171,,p-loop containing nucleoside triphosphate hydrolase,Pseudocohnilembus persalinus (Ciliate),266149,"GTPase activity, GTP binding",nan,nan
A0A165PF77,171,,Uncharacterized protein,Exidia glandulosa HHB12029,1314781,"GTPase activity, GTP binding",nan,nan
A0A1D2MFE7,171,,Ras-related protein Rab-39B,Orchesella cincta (Springtail),48709,"GTPase activity, GTP binding",nan,nan
A0A1E3PWP1,171,,Uncharacterized protein,Lipomyces starkeyi NRRL Y-11557,675824,"GTPase activity, GTP binding",vacuole organization,nan
A0A1E3Q8D8,171,,Uncharacterized protein,Lipomyces starkeyi NRRL Y-11557,675824,"GTPase activity, GTP binding","endocytosis, Golgi to endosome transport, late endosome to vacuole transport via multivesicular body sorting pathway, multivesicular body assembly, protein localization to endosome, protein targeting to vacuole, reticulophagy, vacuole inheritance","Cytosol, Endosome"
A0A1J4J558,171,,Ras-related protein Rab,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
A0A1J4JEX2,171,,Ras-like GTP-binding protein RYL1,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",nan,nan
A0A1Y1XYZ3,171,,Ras-domain-containing protein,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",nan,nan
A0A210Q5Z4,171,,Small monomeric GTPase,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"G protein activity, GTP binding",nan,"Endosome, Other locations"
A0A267F3D9,171,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",nan,nan
A0A267G1N5,171,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",nan,nan
A0A2B4SAX2,171,,Ras-related protein Rab-20,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",nan,nan
A0A2I0UPB2,171,,MSP domain-containing protein,Limosa lapponica baueri,1758121,"GTPase activity, GTP binding",nan,"Endoplasmic reticulum, Other locations"
A0A2J7QDK0,171,,Ras-related protein Rab-27A,Cryptotermes secundus,105785,"GTPase activity, GTP binding",nan,nan
A0A2T7PS74,171,,Small monomeric GTPase,Pomacea canaliculata (Golden apple snail),400727,"G protein activity, GTP binding",nan,"Endosome, Other locations"
A0A401PW28,171,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",nan,Other locations
A0A433SSB1,171,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",nan,nan
A0A4C1WPP8,171,,Ras-related protein Rab-39B,Eumeta variegata (Bagworm moth) (Eumeta japonica),151549,"GTPase activity, GTP binding","autophagy, Rab protein signal transduction",Plasma Membrane
A0A4E0RJK6,171,,RAB44,Fasciola hepatica (Liver fluke),6192,"calcium ion binding, GTPase activity, GTP binding",nan,nan
A0A5B9D909,171,,Ras family protein,Candidatus Prometheoarchaeum syntrophicum,2594042,"GTPase activity, GTP binding",nan,nan
A0A653CHA5,171,,Uncharacterized protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,"GTPase activity, GTP binding","autophagy, Rab protein signal transduction",Plasma Membrane
A0A6A4V6N2,171,,Ras-related protein Rab-5C,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding",nan,nan
A0A6H5III1,171,,Uncharacterized protein,Trichogramma brassicae,86971,"GTPase activity, GTP binding",nan,nan
A0A6J8B5N9,171,,Small monomeric GTPase,Mytilus coruscus (Sea mussel),42192,"G protein activity, GTP binding",nan,"Endosome, Other locations"
B3S7R8,171,6757520,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding","melanosome transport, positive regulation of exocytosis",Other locations
B5YNY6,171,7443405,Predicted protein,Thalassiosira pseudonana (Marine diatom) (Cyclotella nana),35128,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
B8BVR9,171,7452904,At-like rab-type small G protein,Thalassiosira pseudonana (Marine diatom) (Cyclotella nana),35128,"GTPase activity, GTP binding",intracellular protein transport,"Golgi apparatus, Other locations"
B8LC09,171,7443315,Predicted protein,Thalassiosira pseudonana (Marine diatom) (Cyclotella nana),35128,"GTPase activity, GTP binding",intracellular protein transport,Other locations
C1E4T4,171,8243203,Ras-related gtp-binding protein,Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga),296587,"GTPase activity, GTP binding",nan,nan
E0VC58,171,8231370,Uncharacterized protein,Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding",nan,nan
E3JT79,171,10542905,Rab family protein,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GTPase activity, GTP binding","Golgi to endosome transport, intracellular protein transport, vacuole organization","Cytosol, Endosome, Other locations"
G0R2V1,171,14904275,SAC domain-containing protein,Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding, phosphatase activity",nan,Other locations
H3GIE7,171,,Uncharacterized protein,Phytophthora ramorum (Sudden oak death agent),164328,"GTPase activity, GTP binding","intracellular protein transport, melanosome organization","Golgi apparatus, Other locations"
K8EFQ2,171,19015370,Uncharacterized protein,Bathycoccus prasinos,41875,"GTPase activity, GTP binding",nan,nan
L8GIC5,171,14912389,Ras family protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",nan,nan
M5G3F9,171,,Ras-domain-containing protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"GTPase activity, GTP binding",nan,nan
Q6CE39,171,2906885,YALI0B18788p,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"GTPase activity, GTP binding",regulation of endocytosis,Endosome
R7VM57,171,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",nan,nan
S4RLP1,171,,"RAB27A, member RAS oncogene family",Petromyzon marinus (Sea lamprey),7757,"GTPase activity, GTP binding",nan,nan
T1EDI6,171,20194638,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GTPase activity, GTP binding","melanosome transport, positive regulation of exocytosis",Other locations
T1J8R1,171,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",nan,nan
V4AEB0,171,20239410,EF-hand domain-containing protein,Lottia gigantea (Giant owl limpet),225164,"calcium ion binding, GTPase activity, GTP binding",nan,nan
W7U2E0,171,,Rab gtpase,Nannochloropsis gaditana,72520,"GTPase activity, GTP binding",nan,nan
A0A024TLH2,172,20088835,Uncharacterized protein,Aphanomyces invadans,157072,"GTPase activity, GTP binding",nan,nan
A0A078AMV4,172,,Ras-related protein rab-11b,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A0L8GG95,172,106877025,Uncharacterized protein,Octopus bimaculoides (California two-spotted octopus),37653,"GTPase activity, GTP binding",nan,nan
A0A0L8GV00,172,106874542,Uncharacterized protein,Octopus bimaculoides (California two-spotted octopus),37653,"GTPase activity, GTP binding",nan,nan
A0A0N4U1D1,172,,Uncharacterized protein,Dracunculus medinensis (Guinea worm),318479,"GTPase activity, GTP binding",nan,nan
A0A0N4WL40,172,,Uncharacterized protein,Haemonchus placei (Barber's pole worm),6290,"GTPase activity, GTP binding",nan,nan
A0A0R3PJV2,172,,Ras-related protein Rab-21,Angiostrongylus costaricensis (Nematode worm),334426,"GTPase activity, GTP binding, peptidyl-prolyl cis-trans isomerase activity","protein transport, Rab protein signal transduction",Other locations
A0A0V0QDL6,172,,p-loop containing nucleoside triphosphate hydrolase,Pseudocohnilembus persalinus (Ciliate),266149,"GTPase activity, GTP binding",nan,nan
A0A1D3CZ46,172,,Rab18-family small GTPase,Cyclospora cayetanensis,88456,"GTPase activity, GTP binding",nan,nan
A0A1D8PHR9,172,3643523,Rab family GTPase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),237561,"GTPase activity, GTP binding","cell growth mode switching, budding to filamentous, filamentous growth, filamentous growth of a population of unicellular organisms in response to biotic stimulus, regulation of vacuole fusion, non-autophagic, vacuole organization","Endosome, Vacuole, Other locations"
A0A1S3IHK4,172,106164358,Small monomeric GTPase,Lingula unguis,7574,"G protein activity, GTP binding",nan,"Endosome, Other locations"
A0A1S3K858,172,106179647,ras-related protein RabC-like,Lingula unguis,7574,"GTPase activity, GTP binding",regulation of apoptotic process,nan
A0A1X0QA33,172,,RAB8A,Hepatospora eriocheir,1081669,"GTPase activity, GTP binding",nan,nan
A0A267EWZ8,172,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",nan,nan
A0A2B4RH06,172,,Putative Ras-related protein Rab-33,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",nan,nan
A0A2P6N132,172,,Ras-related protein Rab-13-like,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",nan,nan
A0A3Q0KN12,172,,Putative rab,Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",nan,nan
A0A4P9Y8E1,172,,P-loop containing nucleoside triphosphate hydrolase protein,Piptocephalis cylindrospora,1907219,"GTPase activity, GTP binding",nan,nan
A0A5B9D7X7,172,,Ras family protein,Candidatus Prometheoarchaeum syntrophicum,2594042,"GTPase activity, GTP binding",nan,nan
A0A5B9DE64,172,,Ras family protein,Candidatus Prometheoarchaeum syntrophicum,2594042,"GTPase activity, GTP binding",nan,nan
A9V8B6,172,5894143,Predicted protein,Monosiga brevicollis (Choanoflagellate),81824,"GTPase activity, GTP binding","Golgi to endosome transport, intracellular protein transport, phagolysosome assembly involved in apoptotic cell clearance","Cytosol, Endosome, Other locations"
C5LXA6,172,9062363,"Small GTP binding protein rab6, putative",Perkinsus marinus (strain ATCC 50983 / TXsc),423536,"GTPase activity, GTP binding",nan,nan
D1ZZM1,172,,Uncharacterized protein,Tribolium castaneum (Red flour beetle),7070,"GTPase activity, GTP binding",nan,"Endosome, Golgi apparatus"
E3L6G8,172,10537470,Uncharacterized protein,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GTPase activity, GTP binding",nan,Golgi apparatus
E4X145,172,,Ras-related protein Rab,Oikopleura dioica (Tunicate),34765,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
E9GRW0,172,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GTPase activity, GTP binding","melanosome transport, positive regulation of exocytosis",Other locations
F9WF18,172,,"WGS project CAEQ00000000 data, annotated contig 338",Trypanosoma congolense (strain IL3000),1068625,"GTPase activity, GTP binding",nan,nan
I2JWX4,172,,Putative rab family gtp-binding protein,Brettanomyces bruxellensis AWRI1499,1124627,"GTPase activity, GTP binding",nan,nan
K5WZ88,172,18824951,Uncharacterized protein,Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) (White button mushroom),597362,"GTPase activity, GTP binding",nan,nan
Q24E55,172,7830550,Rab-family small GTPase,Tetrahymena thermophila (strain SB210),312017,"GTPase activity, GTP binding",nan,nan
R7TMM0,172,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",nan,nan
S4R5C5,172,,Ras-related protein Rab,Petromyzon marinus (Sea lamprey),7757,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
T1JG14,172,,Small monomeric GTPase,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"G protein activity, GTP binding",nan,"Endosome, Other locations"
T1L1B5,172,107369345,Small monomeric GTPase,Tetranychus urticae (Two-spotted spider mite),32264,"G protein activity, GTP binding",nan,"Endosome, Other locations"
V3ZZZ2,172,20246945,Small monomeric GTPase,Lottia gigantea (Giant owl limpet),225164,"G protein activity, GTP binding",nan,"Endosome, Other locations"
X6NXG6,172,,Rab2/RabB-family small GTPase,Reticulomyxa filosa,46433,"GTPase activity, GTP binding",nan,nan
A0A091QNI4,173,103771731,Small monomeric GTPase,Merops nubicus (Northern carmine bee-eater),57421,"G protein activity, GTP binding",nan,"Endosome, Other locations"
A0A093BL21,173,,Small monomeric GTPase,Chaetura pelagica (Chimney swift),8897,"G protein activity, GTP binding",nan,"Endosome, Other locations"
A0A0D8XEV5,173,,Ras family protein,Dictyocaulus viviparus (Bovine lungworm),29172,"GTPase activity, GTP binding",nan,nan
A0A0E9NA88,173,,Uncharacterized protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,"GTPase activity, GTP binding, transmembrane transporter activity",nan,Other locations
A0A0L0D6C3,173,25563543,Uncharacterized protein,Thecamonas trahens ATCC 50062,461836,"GTPase activity, GTP binding",nan,nan
A0A0L8FSB4,173,106881485,Uncharacterized protein,Octopus bimaculoides (California two-spotted octopus),37653,"GTPase activity, GTP binding",nan,nan
A0A0M3K9M0,173,,Uncharacterized protein,Anisakis simplex (Herring worm),6269,"GTPase activity, GTP binding",nan,nan
A0A0R3PEP6,173,,Uncharacterized protein,Angiostrongylus costaricensis (Nematode worm),334426,"GTPase activity, GTP binding",nan,nan
A0A0R3WEQ8,173,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"GTPase activity, GTP binding",nan,nan
A0A168LCS6,173,,Ras-related protein Rab,Absidia glauca (Pin mould),4829,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
A0A1D2V9J8,173,30968427,Ras-domain-containing protein,Ascoidea rubescens DSM 1968,1344418,"GTPase activity, GTP binding",nan,nan
A0A1S3KCZ5,173,106180786,GTP-binding protein ypt3,Lingula unguis,7574,"GTPase activity, GTP binding",regulation of apoptotic process,nan
A0A2H1CCH9,173,,RAB27B member RAS oncogene family,Fasciola hepatica (Liver fluke),6192,"GTPase activity, GTP binding",nan,nan
A0A2H1CH07,173,,Rab-protein 8,Fasciola hepatica (Liver fluke),6192,"GTPase activity, GTP binding",nan,nan
A0A2P6NHW2,173,,Small rab-related GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",nan,nan
A0A316UQ32,173,,Putative ras-related protein rab-18,Jaminaea rosea,1569628,"GTPase activity, GTP binding",nan,nan
A0A397VVQ4,173,,Ras-related protein Rab,Gigaspora rosea,44941,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
A0A3N4IQI6,173,,Ras-domain-containing protein,Ascobolus immersus RN42,1160509,"GTPase activity, GTP binding",nan,nan
A0A4P9XXL5,173,,Ras-related protein rab-5C-like protein,Thamnocephalis sphaerospora,78915,"GTPase activity, GTP binding",nan,nan
A0A4Z2J9C5,173,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",nan,"Endosome, Other locations"
A0A4Z2JBF7,173,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",nan,"Endosome, Other locations"
A0A5A8CAK6,173,,Hypothetical protein,Cafeteria roenbergensis (Marine flagellate),33653,"GTPase activity, GTP binding",nan,nan
A0A5A8CTW1,173,,Uncharacterized protein,Cafeteria roenbergensis (Marine flagellate),33653,"GTPase activity, GTP binding",nan,nan
A0A5B9D6N5,173,,Ras family protein,Candidatus Prometheoarchaeum syntrophicum,2594042,"GTPase activity, GTP binding",nan,nan
A0A5J4NAK6,173,,Ras-related protein Rab-6A,Paragonimus westermani,34504,"GTPase activity, GTP binding",nan,nan
A0A5J4NTG0,173,,Ras-related protein Rab-14,Paragonimus westermani,34504,"GTPase activity, GTP binding",nan,nan
A7RER3,173,5522159,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding","melanosome transport, positive regulation of exocytosis",Other locations
D8LMQ2,173,,"Rab8E, RAB family GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",nan,nan
H3H019,173,,Uncharacterized protein,Phytophthora ramorum (Sudden oak death agent),164328,"GTPase activity, GTP binding",intracellular protein transport,Other locations
K0R3M5,173,,Uncharacterized protein,Thalassiosira oceanica (Marine diatom),159749,"GTPase activity, GTP binding",nan,nan
K1QQ39,173,,Ras-related protein RHA1,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",nan,nan
L8H2Q9,173,14920289,Ras family protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",nan,nan
Q4V8U8,173,570907,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"G protein activity, GTP binding","melanosome transport, positive regulation of exocytosis","Endosome, Other locations"
Q583N0,173,3657940,"Small GTP-binding protein Rab28, putative",Trypanosoma brucei brucei (strain 927/4 GUTat10.1),185431,"GTPase activity, GTP binding","intracellular protein transport, small GTPase mediated signal transduction",Other locations
Q5A2B1,173,3642483,Rab family GTPase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),237561,"GTPase activity, GTP binding","intracellular protein transport, protein targeting to vacuole","Endosome, Other locations"
U6LJI9,173,,"Ethylene-responsive small GTP-binding protein, related",Eimeria brunetti,51314,"GTPase activity, GTP binding",nan,nan
A0A086TJ50,174,,Uncharacterized protein,Podila verticillata NRRL 6337,1069443,"GTPase activity, GTP binding, protein-containing complex binding","endocytosis, macroautophagy, piecemeal microautophagy of the nucleus, protein localization to vacuole, regulation of protein-containing complex assembly, regulation of vacuole fusion, non-autophagic, retrograde transport, endosome to Golgi, vacuole inheritance","Cytosol, Vacuole, Other locations"
A0A0C9W1E5,174,,"Unplaced genomic scaffold scaffold_48, whole genome shotgun sequence",Hydnomerulius pinastri MD-312,994086,"GTPase activity, GTP binding",nan,nan
A0A131ZV11,174,,Ras-related protein Rab-30-like protein 1,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,"GTPase activity, GTP binding",nan,nan
A0A1Y3BVK8,174,,Ras-related protein Rab-30-like protein,Euroglyphus maynei (Mayne's house dust mite),6958,"GTPase activity, GTP binding",nan,nan
A0A2C6L416,174,,Ras-related protein rab11,Cystoisospora suis,483139,"GTPase activity, GTP binding",nan,nan
A0A2G8L7C0,174,,Uncharacterized protein,Stichopus japonicus (Sea cucumber),307972,"GTPase activity, GTP binding",nan,nan
A0A2P4SNT8,174,,Uncharacterized protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,"GTPase activity, GTP binding",nan,nan
A0A2T9XZR6,174,,Uncharacterized protein,Furculomyces boomerangus,61424,"GTPase activity, GTP binding",nan,nan
A0A5J4NTP7,174,,Ras-related protein Rab-3C,Paragonimus westermani,34504,"GTPase activity, GTP binding",nan,nan
A0A6A4IR30,174,,Ras-related protein Rab,Apolygus lucorum (Plant bug) (Lygocoris lucorum),248454,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
A0A6A4WBV0,174,,Ras-related protein Rab-14,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding","defense response to bacterium, endocytic recycling, Golgi to endosome transport, phagosome maturation","Cytosol, Endosome, Golgi apparatus, Other locations"
B3RRC5,174,6752063,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding","intracellular protein transport, regulation of endocytosis","Endosome, Plasma Membrane, Other locations"
D8PUE8,174,9587109,Uncharacterized protein,Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus),578458,"GTPase activity, GTP binding",nan,nan
F4RFK9,174,18933467,Uncharacterized protein,Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus),747676,"GTPase activity, GTP binding",nan,nan
J9D6U6,174,,Small GTP-binding protein domain,Edhazardia aedis (strain USNM 41457) (Microsporidian parasite),1003232,"GTPase activity, GTP binding",nan,nan
K8ED98,174,19016270,Uncharacterized protein,Bathycoccus prasinos,41875,"GTPase activity, GTP binding",nan,nan
T1G014,174,20214412,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GTPase activity, GTP binding",nan,nan
X6NAM9,174,,Uncharacterized protein,Reticulomyxa filosa,46433,"GTPase activity, GTP binding",nan,nan
A0A0M0JNH6,175,,Ras-related protein rab-11a,Chrysochromulina tobinii,1460289,"GTPase activity, GTP binding",nan,nan
A0A1C7LNT6,175,,Ras-related protein RABB1c,Grifola frondosa (Maitake) (Polyporus frondosus),5627,"GTPase activity, GTP binding",nan,nan
A0A1S3KDN2,175,106180785,GTP-binding protein ypt3-like,Lingula unguis,7574,"GTPase activity, GTP binding",regulation of apoptotic process,nan
A0A226DFW9,175,,Ras-related protein Rab,Folsomia candida (Springtail),158441,"GTPase activity, GTP binding",vesicle-mediated transport,"Golgi apparatus, Other locations"
A0A267EVQ2,175,,Uncharacterized protein,Macrostomum lignano,282301,"calcium ion binding, GTPase activity, GTP binding",nan,nan
A0A2B4RZJ5,175,,Small monomeric GTPase,Stylophora pistillata (Smooth cauliflower coral),50429,"G protein activity, GTP binding",nan,"Endosome, Other locations"
A0A2K3NX34,175,,Ras-related protein RABE1c-like,Trifolium pratense (Red clover),57577,"GTPase activity, GTP binding",nan,nan
A0A392M3J2,175,,Ras-related protein RABA4d-like,Trifolium medium,97028,"GTPase activity, GTP binding",nan,nan
A0A433PYD3,175,,Ras-related protein Rab7-like protein,Endogone sp. FLAS-F59071,2340872,"GTPase activity, GTP binding",nan,nan
A0A4V3XEB0,175,,Uncharacterized protein,Bondarzewia mesenterica,1095465,"GTPase activity, GTP binding",nan,Other locations
A0A6A5BLK2,175,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",nan,nan
A0E5M1,175,5043770,Uncharacterized protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",nan,Endosome
A8B742,175,5702055,Rab2b,Giardia intestinalis (strain ATCC 50803 / WB clone C6) (Giardia lamblia),184922,"GTPase activity, GTP binding",nan,Golgi apparatus
D4AN74,175,9524352,Uncharacterized protein,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes),663331,"GTPase activity, GTP binding",nan,nan
G0R0H1,175,14905127,"Ras oncogene family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
A0A078AX15,176,,Ras-related protein rab-32,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
