Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
L8H7I8,163,14922077,Ras subfamily protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8HBB1,163,14922938,Ras subfamily protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8HEF7,163,14924573,"Ras family protein rasG, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
M7C0K0,163,,Ras-like protein family member 12,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,"GTPase activity, GTP binding",signal transduction,Other locations
O75628,163,28954,GTP-binding protein REM 1,Homo sapiens (Human),9606,"calcium channel regulator activity, calmodulin binding, GTPase activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Plasma Membrane
P13856,163,853056,Ras-related protein RSR1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292,"GDP binding, G protein activity, GTPase activity, GTP binding","axial cellular bud site selection, bipolar cellular bud site selection, cytogamy, establishment of protein localization, maintenance of protein location in cell, positive regulation of Rho guanyl-nucleotide exchange factor activity, positive regulation of Rho protein signal transduction, regulation of establishment of cell polarity, small GTPase mediated signal transduction","Endoplasmic reticulum, Plasma Membrane, Vacuole, Other locations"
P18613,163,8628077,Ras-related protein rapA,Dictyostelium discoideum (Slime mold),44689,"GDP binding, G protein activity, GTPase activity, GTP binding, guanylate cyclase activator activity, small GTPase binding","actin phosphorylation, activation of GTPase activity, actomyosin structure organization, chemotaxis, hyperosmotic response, microtubule cytoskeleton organization involved in mitosis, mitotic cytokinesis, negative regulation of pinocytosis, nucleus organization, positive regulation of actin filament polymerization, positive regulation of phagocytosis, positive regulation of TORC2 signaling, Rap protein signal transduction, regulation of actin filament polymerization, regulation of cell-cell adhesion, regulation of myosin II filament assembly, regulation of Ras protein signal transduction, response to cold, sorocarp development","Plasma Membrane, Other locations"
P32253,163,8623068,Ras-like protein rasC,Dictyostelium discoideum (Slime mold),44689,"adenylate cyclase activator activity, GDP binding, G protein activity, GTPase activity, GTP binding, guanylate cyclase activator activity, TORC2 complex binding","actin cytoskeleton organization, adenylate cyclase-modulating G protein-coupled receptor signaling pathway, aggregation involved in sorocarp development, asexual reproduction, cell motility, cellular response to cGMP, chemotaxis to cAMP, chemotaxis to folate, establishment or maintenance of cell polarity, negative regulation of lateral pseudopodium assembly, polyphosphate-mediated signaling, positive regulation of cGMP-mediated signaling, positive regulation of chemorepellent activity, positive regulation of filopodium assembly, positive regulation of MAP kinase activity, positive regulation of positive chemotaxis to cAMP, positive regulation of protein kinase B signaling, positive regulation of TORC2 signaling, protein kinase B signaling, Ras protein signal transduction, regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway, regulation of cell growth, response to electrical stimulus, signal transduction","Plasma Membrane, Other locations"
Q0P4E7,163,560566,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"calcium channel regulator activity, G protein activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Plasma Membrane
Q1K4R5,163,3872117,Rheb small monomeric GTPase RhbA,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),367110,"GDP binding, GTPase activity, GTP binding","positive regulation of L-arginine import across plasma membrane, small GTPase mediated signal transduction",Plasma Membrane
Q54VD5,163,8622554,Ras GTPase,Dictyostelium discoideum (Slime mold),44689,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
Q5AS62,163,2868355,Uncharacterized protein,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),227321,"GDP binding, GTPase activity, GTP binding","positive regulation of L-arginine import across plasma membrane, small GTPase mediated signal transduction",Plasma Membrane
Q5KKU3,163,,"RAS1, putative",Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
Q5KLY1,163,3255750,"RHEB small monomeric GTPase, putative",Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
Q6C0N5,163,2908782,YALI0F23177p,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
Q7PF99,163,1269547,AGAP007681-PA,Anopheles gambiae (African malaria mosquito),7165,"calcium channel regulator activity, GTPase activity, GTP binding",signal transduction,Plasma Membrane
Q7QJQ5,163,1269613,AGAP007615-PA,Anopheles gambiae (African malaria mosquito),7165,"calcium channel regulator activity, GTPase activity, GTP binding",signal transduction,Plasma Membrane
Q7SZ59,163,393366,Ras-like protein family member 12,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GDP binding, G protein activity, GTPase activity, GTP binding",signal transduction,Plasma Membrane
R4G584,163,,Putative muscle ras oncoprotein,Rhodnius prolixus (Triatomid bug),13249,"GTPase activity, GTP binding",signal transduction,Other locations
R7T8L9,163,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",signal transduction,Other locations
R7TTT3,163,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",signal transduction,Other locations
R7U636,163,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",signal transduction,Other locations
T1HGS5,163,,Uncharacterized protein,Rhodnius prolixus (Triatomid bug),13249,"GTPase activity, GTP binding",signal transduction,Other locations
T1II42,163,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",signal transduction,Other locations
T1JY24,163,,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"GTPase activity, GTP binding",signal transduction,Other locations
T1K2W5,163,107359965,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"GTPase activity, GTP binding",signal transduction,Other locations
T1L044,163,107368913,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"GTPase activity, GTP binding",signal transduction,Other locations
U5HIA8,163,,GTP-binding protein rhb1,Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus),683840,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
U7Q399,163,,Uncharacterized protein,Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus),1391915,"GDP binding, GTPase activity, GTP binding","positive regulation of L-arginine import across plasma membrane, small GTPase mediated signal transduction",Plasma Membrane
V3Z0F2,163,20248032,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",signal transduction,Other locations
W3WLL0,163,19278946,C2H2-type domain-containing protein,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),1229662,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
W3WS80,163,19277105,GTP-binding protein rhb1,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),1229662,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
W4XIB2,163,,Uncharacterized protein,,,nan,nan,nan
W4Y6Q0,163,,Uncharacterized protein,,,nan,nan,nan
W4Z949,163,,Uncharacterized protein,,,nan,nan,nan
X6M8R2,163,,Ras GTPase,Reticulomyxa filosa,46433,"GTPase activity, GTP binding",signal transduction,Other locations
A0A024TE80,164,20090367,KHA domain-containing protein,Aphanomyces invadans,157072,"GTPase activity, GTP binding",intracellular signal transduction,Other locations
A0A058Z7L3,164,20528634,Ras-like protein Rap-1b,Fonticula alba (Slime mold),691883,"GTPase activity, GTP binding",signal transduction,Other locations
A0A091QA54,164,103782548,NF-kappa-B inhibitor-interacting Ras-like 1,Merops nubicus (Northern carmine bee-eater),57421,"GTPase activity, GTP binding",I-kappaB kinase/NF-kappaB signaling,nan
A0A0B2V1K2,164,,Ras-related protein Ral-a,Toxocara canis (Canine roundworm),6265,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0C3A0A4,164,,Uncharacterized protein,Scleroderma citrinum Foug A,1036808,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A0D1CVN6,164,23562575,Small G-protein Ras2,Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus),237631,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A0A0D1WPG0,164,27323385,GTP-binding protein rhb1,Exophiala mesophila (Black yeast),212818,"GDP binding, GTPase activity, GTP binding","positive regulation of L-arginine import across plasma membrane, small GTPase mediated signal transduction",Plasma Membrane
A0A0D2WUI3,164,14895977,Uncharacterized protein,Capsaspora owczarzaki (strain ATCC 30864),595528,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0D7A2M2,164,,Uncharacterized protein,Fistulina hepatica ATCC 64428,1128425,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A165H927,164,28897408,Ras small monomeric GTPase,Xylona heveae (strain CBS 132557 / TC161),1328760,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A165Q0F7,164,,Rap 1A,Exidia glandulosa HHB12029,1314781,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A183IU85,164,,Uncharacterized protein,Soboliphyme baturini,241478,"GTPase activity, GTP binding",nan,nan
A0A1D2M6D6,164,,GTP-binding protein Di-Ras2,Orchesella cincta (Springtail),48709,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1E5RV76,164,,Ras-related protein RSR1,Hanseniaspora osmophila,56408,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1J1IM92,164,,"CLUMA_CG013472, isoform A",Clunio marinus,568069,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1L1RSF2,164,419274,Uncharacterized protein,Gallus gallus (Chicken),9031,"GTPase activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Other locations
A0A1R2BTC8,164,,KHA domain-containing protein,Stentor coeruleus,5963,"GTPase activity, GTP binding",intracellular signal transduction,Other locations
A0A1S3DA91,164,,GTP-binding protein Di-Ras1,Diaphorina citri (Asian citrus psyllid),121845,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3HJL3,164,106155839,GTP-binding protein Rhes,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3I2W4,164,106160532,ras-related and estrogen-regulated growth inhibitor-like protein isoform X2,Lingula unguis,7574,"GTPase activity, GTP binding",nan,nan
A0A210QPG9,164,,GTP-binding protein Rhes,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210QRM0,164,,Dexamethasone-induced Ras-related protein 1,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2B4RZ68,164,,Ras-like protein rasC,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2B4S7R2,164,,DENN domain-containing protein 5A,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2F0B6R8,164,,GTP-binding protein REM 2,Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus),9764,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2G8K0S0,164,,Putative ras-related protein,Stichopus japonicus (Sea cucumber),307972,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2G9RS87,164,,Ras-related and estrogen-regulated growth inhibitor-like protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,"GTPase activity, GTP binding",signal transduction,Other locations
A0A397VC16,164,,Ras-like protein,Gigaspora rosea,44941,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3M7PV28,164,,GTP-binding GEM,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3N4LRR0,164,,Ras-domain-containing protein,Terfezia boudieri ATCC MYA-4762,1051890,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3Q0JCL9,164,,flocculation protein FLO11-like isoform X3,Diaphorina citri (Asian citrus psyllid),121845,"GTPase activity, GTP binding",signal transduction,Other locations
A0A444TVT8,164,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding",signal transduction,"Plasma Membrane, Other locations"
A0A4P9XU68,164,,Ras-related protein Rap-1b,Thamnocephalis sphaerospora,78915,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4P9Y762,164,,Small GTPase superfamily,Piptocephalis cylindrospora,1907219,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4Q0A103,164,,Complex,Dimargaris cristalligena,215637,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4Z2I0T2,164,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",signal transduction,Other locations
A0A507E8T3,164,,Uncharacterized protein,Powellomyces hirtus,109895,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A507F854,164,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A507FPT0,164,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A507FUA8,164,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A553N9L7,164,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",signal transduction,Other locations
A0A553NUB5,164,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",signal transduction,Other locations
A0A653DTW3,164,,Uncharacterized protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,"GTPase activity, GTP binding",nan,nan
A0A6A5BQR4,164,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A5CHD8,164,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6H5GJT5,164,,Uncharacterized protein,Nesidiocoris tenuis,355587,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8AFH9,164,,GTP-binding protein drn-1,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8ALK7,164,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8CR89,164,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8EHF2,164,,NKIRAS,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",I-kappaB kinase/NF-kappaB signaling,nan
A1Z6R7,164,50149,FI21445p1,Drosophila melanogaster (Fruit fly),7227,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
B1N2R7,164,6219430,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
B5DFJ1,164,305751,"NFKB inhibitor interacting Ras-like protein 1 (Predicted), isoform CRA_a",Rattus norvegicus (Rat),10116,"GTPase activity, GTP binding",I-kappaB kinase/NF-kappaB signaling,"Cytosol, Endoplasmic reticulum"
C3Y7H5,164,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding",signal transduction,Other locations
C4M081,164,3405010,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
C4M588,164,3404740,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
D6WDI9,164,656001,Ras-like protein 3,Tribolium castaneum (Red flour beetle),7070,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
E0VGT7,164,8240176,"GTP-binding protein Di-Ras2, putative",Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",signal transduction,Other locations
F1QWY4,164,,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"G protein activity, GTP binding",signal transduction,Other locations
F2UAS1,164,16074348,Uncharacterized protein,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",signal transduction,Other locations
F6Q349,164,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GDP binding, GTPase activity, GTP binding","negative regulation of cell migration, Rap protein signal transduction",Plasma Membrane
G4MN14,164,2685087,GTP-binding protein rhb1,Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae),242507,"GDP binding, GTPase activity, GTP binding","positive regulation of L-arginine import across plasma membrane, small GTPase mediated signal transduction",Plasma Membrane
H2Y3T6,164,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
I2JZF0,164,,Ras small monomeric gtpase,Brettanomyces bruxellensis AWRI1499,1124627,"CTP binding, GDP binding, GTPase activity, GTP binding, UTP binding","conjugation with cellular fusion, establishment or maintenance of cell polarity regulating cell shape, positive regulation of mating projection assembly, positive regulation of pheromone response MAPK cascade, positive regulation of protein import into nucleus, protein localization to plasma membrane, regulation of ascospore formation, signal transduction involved in positive regulation of conjugation with cellular fusion","Cytoskeleton, Plasma Membrane, Other locations"
J4GSD3,164,24098976,Uncharacterized protein,Fibroporia radiculosa,599839,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
J9JRH4,164,100161700,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",signal transduction,Other locations
K1Q2X0,164,,Ras-related and estrogen-regulated growth inhibitor-like protein,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
K1R0Y3,164,,Ras-related protein Rap-1b,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
L8GTJ1,164,14916015,Uncharacterized protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
Q55BW0,164,8617693,Ras-related protein rapC,Dictyostelium discoideum (Slime mold),44689,"GDP binding, G protein activity, GTPase activity, GTP binding",signal transduction,Plasma Membrane
Q6DGQ1,164,100002175,NF-kappa-B inhibitor-interacting Ras-like protein 1,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding",I-kappaB kinase/NF-kappaB signaling,Other locations
Q7Q9F8,164,1274961,AGAP005248-PA,Anopheles gambiae (African malaria mosquito),7165,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
R4XE98,164,,Protein ras-2,Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans),1097556,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
S4R8M2,164,,Small monomeric GTPase,Petromyzon marinus (Sea lamprey),7757,"G protein activity, GTP binding",Ras protein signal transduction,Plasma Membrane
S4RB38,164,,Muscle RAS oncogene homolog,Petromyzon marinus (Sea lamprey),7757,"GTPase activity, GTP binding",signal transduction,Other locations
T1IEJ6,164,,Uncharacterized protein,Rhodnius prolixus (Triatomid bug),13249,"GTPase activity, GTP binding",signal transduction,Other locations
T1JD94,164,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
X6LUP1,164,,RAS small monomeric GTPase RasA,Reticulomyxa filosa,46433,"GTPase activity, GTP binding",signal transduction,Other locations
A0A024FYH9,165,,KHA domain-containing protein,Albugo candida,65357,"GTPase activity, GTP binding",intracellular signal transduction,Other locations
A0A077ZD71,165,,GTP binding protein Rhes,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0B4LFV4,165,37132,"Rad, Gem/Kir family member 2, isoform C",Drosophila melanogaster (Fruit fly),7227,"calcium channel regulator activity, GTPase activity, GTP binding","negative regulation of voltage-gated calcium channel activity, small GTPase mediated signal transduction",Plasma Membrane
A0A0C2JT59,165,,Ras-related protein O-RAL,Thelohanellus kitauei (Myxosporean),669202,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0E9NAF8,165,,Uncharacterized protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A0E9NN08,165,,Uncharacterized protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A0L0DFB0,165,25565089,KHA domain-containing protein,Thecamonas trahens ATCC 50062,461836,"GTPase activity, GTP binding",intracellular signal transduction,Other locations
A0A0V0Y4W6,165,,GTPase-like protein,Trichinella pseudospiralis (Parasitic roundworm),6337,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1D1V182,165,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1D1V8K9,165,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1D2MQD0,165,,GTP-binding protein Di-Ras2,Orchesella cincta (Springtail),48709,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3HMP5,165,106155856,GTP-binding protein Rhes,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3JGG2,165,106173056,ras-related and estrogen-regulated growth inhibitor,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1V9X5M6,165,,GTP-binding protein Rhes-like,Tropilaelaps mercedesae,418985,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1Z5TRK5,165,,Uncharacterized protein,Hortaea werneckii EXF-2000,1157616,"GTPase activity, GTP binding",nan,nan
A0A226DF17,165,,GTP-binding protein Di-Ras2,Folsomia candida (Springtail),158441,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P4SIV8,165,,Uncharacterized protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,"GTPase activity, GTP binding",I-kappaB kinase/NF-kappaB signaling,nan
A0A2P8XMG4,165,,Uncharacterized protein,Blattella germanica (German cockroach) (Blatta germanica),6973,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2R8Q602,165,,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"G protein activity, GTP binding",signal transduction,Other locations
A0A3M0J4A4,165,,Uncharacterized protein,Hirundo rustica rustica,333673,"GTPase activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Other locations
A0A3S0ZQ55,165,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A444ULX2,165,,NF-kappa-B inhibitor-interacting Ras-like protein 2,Acipenser ruthenus (Sterlet sturgeon),7906,"GTPase activity, GTP binding",I-kappaB kinase/NF-kappaB signaling,nan
A0A4Y9ZDN2,165,,Uncharacterized protein,Dentipellis fragilis,205917,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4Z2ICQ2,165,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"calcium ion binding, G protein activity, GTP binding","homophilic cell adhesion via plasma membrane adhesion molecules, signal transduction","Plasma Membrane, Other locations"
A0A5A8CWT4,165,,Hypothetical protein,Cafeteria roenbergensis (Marine flagellate),33653,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4VEX2,165,,GTP-binding protein Rhes,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding, nucleic acid binding","DNA integration, signal transduction",Other locations
A0A6A5BN96,165,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6G1FRU8,165,,Ras-domain-containing protein,Eremomyces bilateralis CBS 781.70,1392243,"GTPase activity, GTP binding",nan,nan
A7RTS1,165,5517110,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C3ZPP9,165,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding",I-kappaB kinase/NF-kappaB signaling,nan
C4LZJ5,165,3409179,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C4M0X3,165,3408811,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
E9GL96,165,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GTPase activity, GTP binding",signal transduction,Other locations
F6XV61,165,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding",signal transduction,Other locations
F9XMJ7,165,13396363,Ras small GTPase,Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici),336722,"GTPase activity, GTP binding",nan,nan
G7E1J8,165,,HTH APSES-type domain-containing protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"DNA binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
K1QQF2,165,105332475,Uncharacterized protein,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
L8GSM1,165,14915780,Rasrelated GTPase,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8GU20,165,14916776,"RAP1A, member of RAS oncogene family",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8H1F1,165,14918862,Ras family protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
M5FNI3,165,,Uncharacterized protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
M7B177,165,,Ras-related and estrogen-regulated growth inhibitor-like protein,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,"GTPase activity, GTP binding",signal transduction,Other locations
Q6DGL2,165,445039,NF-kappa-B inhibitor-interacting Ras-like protein 2,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding",I-kappaB kinase/NF-kappaB signaling,Other locations
Q6P0U3,165,393109,Ras-like protein family member 11B,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"G protein activity, GTP binding","mesendoderm development, signal transduction",Other locations
Q769I9,165,3403879,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
Q7QHQ9,165,1270628,AGAP011306-PA,Anopheles gambiae (African malaria mosquito),7165,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
