Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A507FD60,174,,DDE-1 domain-containing protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding, sequence-specific DNA binding",nan,nan
A0A507FDP9,174,,Uncharacterized protein,Chytriomyces confervae,246404,"ATP binding, GTPase activity, GTP binding, protein kinase activity",small GTPase mediated signal transduction,nan
A0A507FEL8,174,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A4WIR8,174,,Ras-related C3 botulinum toxin substrate 1,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5C1V2,174,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6G0V4L2,174,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6H5HDQ5,174,,Uncharacterized protein,Nesidiocoris tenuis,355587,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8AT34,174,,RAC2,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8ATL2,174,,RAC2,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8AUL4,174,,RAC1,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8AXR1,174,,RAC2,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A2EWS4,174,4760744,"Cdc42 homolog, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A2FQU7,174,4750429,"RAS-related protein racG, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A2GGN6,174,4741312,"Multidrug resistance protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A7SMN7,174,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
A8BPK1,174,5698656,Rac/Rho-like protein,Giardia intestinalis (strain ATCC 50803 / WB clone C6) (Giardia lamblia),184922,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
B1N4Y1,174,6220278,"RAS-related protein racG, putative",Entamoeba histolytica,5759,"GTPase activity, GTP binding",nan,nan
B7Q5P0,174,8036270,"Cdc42 protein, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",small GTPase mediated signal transduction,nan
C3ZP28,174,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell projection assembly, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of neutrophil migration","Cytoskeleton, Plasma Membrane, Other locations"
C4LZV2,174,3409034,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
C4M1G5,174,3408199,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C4M468,174,3411063,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
C4M5Q7,174,3406121,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C4M5T0,174,3407007,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding, protein domain specific binding, protein kinase binding","actin filament organization, cell migration, chemotaxis, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment of protein localization, establishment or maintenance of cell polarity, mitotic cytokinesis, phosphatidylinositol 3-kinase signaling, positive regulation of actin filament polymerization, positive regulation of chemorepellent activity, positive regulation of vesicle transport along microtubule, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction, vesicle transport along microtubule","Cytoskeleton, Cytosol, Plasma Membrane, Other locations"
C4M9T7,174,3405754,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
C4QVA0,174,8197422,"Small rho-like GTPase, essential for establishment and maintenance of cell polarity",Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris),644223,"GTPase activity, GTP binding",small GTPase mediated signal transduction,"Plasma Membrane, Vacuole, Other locations"
C4V7Z0,174,,Uncharacterized protein,Nosema ceranae (strain BRL01) (Microsporidian parasite),578460,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
D4APZ6,174,9520904,Uncharacterized protein,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes),663331,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
D8M892,174,24921084,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
E3KBN7,174,10533416,Ras-like C3 botulinum toxin substrate 1,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
E3KX30,174,10541752,Uncharacterized protein,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, establishment or maintenance of cell polarity regulating cell shape, microtubule cytoskeleton organization, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of septum digestion after cytokinesis, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
E4XXI7,174,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
E7EYX3,174,,Si:ch211-1f22.1,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
F2Z658,174,2912613,YALI0E25845p,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
F4PE86,174,18236957,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
F5HGW3,174,3258687,Rho1 GTPase,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"G-protein beta-subunit binding, GTPase activity, GTP binding, protein kinase binding","actin cytoskeleton reorganization, actin filament organization, budding cell bud growth, cellular bud neck septin ring organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, positive regulation of endocytosis, positive regulation of mitotic actomyosin contractile ring assembly, positive regulation of protein kinase C signaling, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of cell size, regulation of cell wall (1->3)-beta-D-glucan biosynthetic process, regulation of exocyst localization, regulation of fungal-type cell wall organization, regulation of secondary cell septum biogenesis, regulation of vacuole fusion, non-autophagic, small GTPase mediated signal transduction","Cytoskeleton, Golgi apparatus, Peroxisome, Plasma Membrane, Vacuole, Other locations"
F6PAA2,174,,"Ras homolog gene family, member Gd",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell projection assembly, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of neutrophil migration","Cytoskeleton, Plasma Membrane, Other locations"
F6PNQ0,174,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell projection assembly, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of neutrophil migration","Cytoskeleton, Plasma Membrane, Other locations"
F9XKF8,174,13402363,Ras GTPase,Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici),336722,"GTPase activity, GTP binding","cellular protein localization, division septum assembly, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of division septum assembly, small GTPase mediated signal transduction",Other locations
G4T953,174,,Related to Rac1 GTP binding protein,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
G4TXI3,174,,Probable GTP-binding protein rho2,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
G4V9A8,174,8352096,Putative rho2 GTPase,Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
G5EBV3,174,181344,Rac-like GTPase,Caenorhabditis elegans,6239,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, axon extension involved in axon guidance, cell migration, chemorepulsion of axon, dorsal/ventral axon guidance, engulfment of apoptotic cell, establishment or maintenance of actin cytoskeleton polarity, innate immune response, JNK cascade, mesodermal cell migration, motor neuron axon guidance, negative regulation of microtubule polymerization, nematode male tail tip morphogenesis, netrin-activated signaling pathway, neuron migration, neuron projection morphogenesis, protein localization to cell leading edge, regulation of dorsal/ventral axon guidance, regulation of protein phosphorylation, regulation of synaptic transmission, GABAergic, response to copper ion, small GTPase mediated signal transduction","Plasma Membrane, Other locations"
G7DZV4,174,26264428,PseudoU_synth_1 domain-containing protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"GTPase activity, GTP binding, pseudouridine synthase activity, RNA binding","pseudouridine synthesis, small GTPase mediated signal transduction",nan
I2JRT9,174,,Rho1 gtpase,Brettanomyces bruxellensis AWRI1499,1124627,"G-protein beta-subunit binding, GTPase activity, GTP binding","actin cytoskeleton reorganization, budding cell bud growth, cellular bud neck septin ring organization, positive regulation of endocytosis, positive regulation of mitotic actomyosin contractile ring assembly, positive regulation of protein kinase C signaling, regulation of cell size, regulation of cell wall (1->3)-beta-D-glucan biosynthetic process, regulation of exocyst localization, regulation of fungal-type cell wall organization, regulation of secondary cell septum biogenesis, regulation of vacuole fusion, non-autophagic, small GTPase mediated signal transduction","Golgi apparatus, Peroxisome, Plasma Membrane, Vacuole, Other locations"
L8GCB8,174,14911254,"Rasrelated C3 botulinum toxin substrate 1, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L8GXI3,174,14917777,"Rho family, small GTP binding protein Rac3, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
M5G486,174,,Uncharacterized protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
P34144,174,8621403,Rho-related protein rac1A,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, positive regulation of actin filament polymerization, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell motility, regulation of cell shape, regulation of mitotic cytokinesis","Cytoskeleton, Plasma Membrane, Other locations"
Q5B3Y7,174,2872542,RacA (Eurofung),Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),227321,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q5K854,174,3255108,"Rho GTPase, putative",Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q5KJY2,174,3256130,"Small GTPase, putative",Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q5XIM3,174,297173,RSA-14-44 protein,Rattus norvegicus (Rat),10116,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction, stress fiber assembly","Cytoskeleton, Plasma Membrane, Other locations"
Q6CER4,174,2907310,YALI0B13662p,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q7RW05,174,3880671,Small GTPase RAC,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),367110,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q7YT72,174,,Rcl2 protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell projection assembly, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of neutrophil migration","Cytoskeleton, Plasma Membrane, Other locations"
Q7YT74,174,448958,Rac5 protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell projection assembly, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of neutrophil migration","Cytoskeleton, Plasma Membrane, Other locations"
Q7YT79,174,445702,Rac1 protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell projection assembly, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of neutrophil migration","Cytoskeleton, Plasma Membrane, Other locations"
Q7YT82,174,445700,RhoA protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q803L7,174,324681,"Ras homolog gene family, member Gc",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell projection assembly, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of neutrophil migration","Cytoskeleton, Plasma Membrane, Other locations"
Q96WY0,174,2873818,GTP-binding protein rhoC,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),227321,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, actomyosin contractile ring assembly, cellular protein localization, cortical cytoskeleton organization, division septum assembly, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of actomyosin contractile ring contraction, regulation of cell shape, regulation of division septum assembly, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q9GPR2,174,8621259,Rho-related protein racI,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
R4GEN8,174,,"Rac family small GTPase 1,-like",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
R7SC21,174,18492750,Uncharacterized protein,Tremella mesenterica (strain ATCC 24925 / CBS 8224 / DSM 1558 / NBRC 9311 / NRRL Y-6157 / RJB 2259-6 / UBC 559-6) (Jelly fungus),578456,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
R7TV48,174,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
R7U9V4,174,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
R7UR92,174,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
S4RVH7,174,,Ras homolog family member J,Petromyzon marinus (Sea lamprey),7757,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
T1EFC7,174,20195279,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
T1G5L0,174,20216357,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
T1HUC4,174,,Uncharacterized protein,Rhodnius prolixus (Triatomid bug),13249,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
T1INH0,174,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
T1INH2,174,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
T1KD34,174,107362889,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
V4A8B6,174,20245857,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
V4BB13,174,20245968,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
V6LUD7,174,,Rac/Rho-like protein,Spironucleus salmonicida,348837,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A058ZEC9,175,20526423,"Rho family, other",Fonticula alba (Slime mold),691883,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0C2WW51,175,,Uncharacterized protein,Amanita muscaria Koide BX008,946122,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0C3SBF2,175,,Uncharacterized protein,Phlebiopsis gigantea 11061_1 CR5-6,745531,"G-protein beta-subunit binding, GTPase activity, GTP binding","actin cytoskeleton reorganization, budding cell bud growth, cellular bud neck septin ring organization, positive regulation of endocytosis, positive regulation of mitotic actomyosin contractile ring assembly, positive regulation of protein kinase C signaling, regulation of cell size, regulation of cell wall (1->3)-beta-D-glucan biosynthetic process, regulation of exocyst localization, regulation of fungal-type cell wall organization, regulation of secondary cell septum biogenesis, regulation of vacuole fusion, non-autophagic, small GTPase mediated signal transduction","Golgi apparatus, Peroxisome, Plasma Membrane, Vacuole, Other locations"
A0A0D2B9I6,175,27309782,Uncharacterized protein,Verruconis gallopava,253628,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0N4V7N0,175,,Uncharacterized protein,Enterobius vermicularis (Human pinworm),51028,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D8PDV5,175,3639508,Rho family GTPase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),237561,"GTPase activity, GTP binding","Cdc42 protein signal transduction, cell projection assembly, endocytosis, filamentous growth of a population of unicellular organisms, fungal-type cell wall organization","Extracellular region or secreted, Nucleus, Plasma Membrane, Other locations"
A0A1E3P9Q3,175,30200195,Uncharacterized protein,Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala),683960,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1E3PPA7,175,,GTP-binding protein rho2,Nadsonia fulvescens var. elongata DSM 6958,857566,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1E3QG51,175,,Uncharacterized protein,Lipomyces starkeyi NRRL Y-11557,675824,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, small GTPase mediated signal transduction","Cytosol, Other locations"
A0A1J4KA40,175,,Ras-related C3 botulinum toxin substrate 1,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1V9XT24,175,,Ras-related C3 botulinum toxin substrate 1-like,Tropilaelaps mercedesae,418985,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2B4SJV5,175,,Ras-like GTP-binding protein RHO,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2G5B7T6,175,,Uncharacterized protein,Coemansia reversa (strain ATCC 12441 / NRRL 1564),763665,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2G5B7T9,175,,GTP-binding protein rho5,Coemansia reversa (strain ATCC 12441 / NRRL 1564),763665,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A397VF76,175,,Rho family small GTP binding protein cdc42,Gigaspora rosea,44941,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A401QDF3,175,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",small GTPase mediated signal transduction,Other locations
A0A507FIX2,175,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5BI97,175,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5C1R2,175,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6G0UP59,175,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A2DLV9,175,5464075,"Rac1, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
B7PH65,175,,"GTPase Rho, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GTPase activity, GTP binding, protein kinase binding, sphingomyelin phosphodiesterase activity","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
B7PH66,175,,"GTPase Rho, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GTPase activity, GTP binding","Cdc42 protein signal transduction, cell migration, cell projection assembly, endocytosis",nan
E3JUQ4,175,10543771,Rho family protein,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, maintenance of cell polarity, positive regulation of formin-nucleated actin cable assembly, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
G4TRX9,175,,Probable GTPase Rho1,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L8GP33,175,14915247,"Rasrelated protein Rac1, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0C9URG5,176,,"Unplaced genomic scaffold SPHSTscaffold_247, whole genome shotgun sequence",Sphaerobolus stellatus (strain SS14),990650,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1C7MSG0,176,,Ras-related protein Rac1,Grifola frondosa (Maitake) (Polyporus frondosus),5627,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D2N8T6,176,,Ras-like GTP-binding protein Rho1,Orchesella cincta (Springtail),48709,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1E3Q9F7,176,,Uncharacterized protein,Lipomyces starkeyi NRRL Y-11557,675824,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A267DKF1,176,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2T7NWS3,176,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,"GTPase activity, GTP binding",nan,nan
